303A/11,303A,11,5.4,CZM,2.8,4.5,MX1
305A/11,305A,11,10.1,CZM,2.7,4.4,MX1
308A/11,308A,11,12.3,CZM,2.7,3.9,MX1
8732MX/11,8732MX,11,1.4,CZM,2.8,4.9,MX1
690022/11,690022,11,5.1,CZS,2.8,3.9,MX1
8697MX/11,8697MX,11,1.1,CZS,2.7,4.6,MX1
309A/11,309A,11,5.0,ND,0.5,1.0,MX1
314A/11,314A,11,3.0,ND,0.5,1.0,MX1
8375MX/11,8375MX,11,3.0,ND,0.5,1.0,MX1
8583MX/11,8583MX,11,3.0,ND,0.5,1.0,MX1
0065MX/19,0065MX,19,73.8,AXF,2.0,3.9,MX1
0085MX/19,0085MX,19,191.0,AXF,2.0,3.9,MX1
0364MX/19,0364MX,19,78.3,AXF,2.0,3.9,MX1
0366MX/19,0366MX,19,120.0,AXF,2.0,3.9,MX1
044KMX/19,044KMX,19,79.8,AXF,1.3,2.6,MX1
0831MX/19,0831MX,19,89.7,AXF,2.0,3.9,MX1
0884MX/19,0884MX,19,122.5,AXF,2.0,3.9,MX1
0922MX/19,0922MX,19,199.0,AXF,2.0,3.9,MX1
0940MX/19,0940MX,19,121.3,AXF,2.0,3.9,MX1
0963MX/19,0963MX,19,269.7,AXF,2.0,3.9,MX1
0964MX/19,0964MX,19,158.4,AXF,2.0,3.9,MX1
1019MX/19,1019MX,19,284.2,AXF,2.0,3.9,MX1
1065MX/19,1065MX,19,334.3,AXF,1.5,3.0,MX1
1095MX/19,1095MX,19,82.3,AXF,2.0,3.9,MX1
1188MX/19,1188MX,19,51.1,AXF,2.0,3.9,MX1
1610MX/19,1610MX,19,222.6,AXF,2.0,3.9,MX1
1926MX/19,1926MX,19,150.1,AXF,2.0,3.9,MX1
2131MX/19,2131MX,19,103.6,AXF,2.0,4.0,MX1
2555MX/19,2555MX,19,103.5,AXF,2.0,3.9,MX1
2631MX/19,2631MX,19,224.6,AXF,2.0,3.9,MX1
2641MX/19,2641MX,19,32.2,AXF,2.0,3.9,MX1
2644MX/19,2644MX,19,40.1,AXF,2.0,3.9,MX1
2648MX/19,2648MX,19,95.9,AXF,2.0,3.9,MX1
2792MX/19,2792MX,19,26.2,AXF,2.0,3.9,MX1
2864MX/19,2864MX,19,203.1,AXF,2.0,3.9,MX1
298A/19,298A,19,145.9,AXF,2.6,4.6,MX1
299A/19,299A,19,20.2,AXF,2.7,4.7,MX1
3119MX/19,3119MX,19,268.8,AXF,2.0,3.9,MX1
