MX2,MX1,1155MX,18,THERMO-BOND,3710053499,5710032344,18,284136706,11-oct-19,12-oct-19,6,6,C29479A18,28-feb-21,Active,JB Hunt,,MX1
MX2,MX1,0413MX,5,HERBAL ALOE GEL CORPORAL CON ALOE,3710053499,5710032344,36,284136706,11-oct-19,12-oct-19,2,2,579514C05,30-APR-21,Active,JB Hunt,,MX1
MX2,MX1,3146MX,6,HERBALIFE NITEWORKS SABOR NARANJA-MANGO,3710053499,5710032344,14,284136706,11-oct-19,12-oct-19,2,2,D99617H06,24-jul-21,Active,JB Hunt,,MX1
MX2,MX1,3150MX,13,HERBALIFE NITEWORKS SABOR LIMON,3710053500,5710032343,14,284136707,11-oct-19,12-oct-19,2,2,D99541D13,17-may-21,Active,JB Hunt,,MX1
MX2,MX1,9947MX,31,PRODUCT CATALOG SET OF 5 (16%),3710053542,5710032373,78,284386681,15-oct-19,16-oct-19,770,,,,,JB Hunt,,MX1
MX2,MX1,1926MX,0,PERSONALIZED PROTEIN POWDER,3710053540,5710032372,2,284386680,15-oct-19,16-oct-19,120,120,999534C00,13-may-21,Active,JB Hunt,,MX1
MX2,MX1,0077MX,6,TC FORMULA,3710053487,5710032334,47,284136696,11-oct-19,12-oct-19,26,26,369570B06,21-may-21,Active,JB Hunt,,MX1
MX2,MX1,N173MX,6,HEALTH ACTIVE LIFE DOOR OPENER CARDS SET OF 41,3710053487,5710032334,81,284136696,11-oct-19,12-oct-19,10,,,,,JB Hunt,,MX1
MX2,MX1,1412MX,5,HERBALIFE 24 HERBALIFE NUMERO 1 SPORT SABOR VAINILLA,3710053487,5710032334,17,284136696,11-oct-19,12-oct-19,30,30,999445A05,11-feb-21,Active,JB Hunt,,MX1
MX2,MX1,602772,0,PIN MAYORISTA,3710053540,5710032372,74,284386680,15-oct-19,16-oct-19,24,,,,,JB Hunt,,MX1
MX2,MX1,602797,1,SOBRE CAPLE/ETIQ PERSONAL,3710053540,5710032372,72,284386680,15-oct-19,16-oct-19,20,,,,,JB Hunt,,MX1
MX2,MX1,4001MX,5,HERBALIFE NUMERO 1 SABOR PINA COLADA,3710053503,5710032347,22,284136710,11-oct-19,12-oct-19,12,12,999494A05,03-APR-21,Active,JB Hunt,,MX1
MX2,MX1,0940MX,2,HERBALIFE NUMERO 1 SABOR DULCE DE LECHE,3710053503,5710032347,40,284136710,11-oct-19,12-oct-19,24,24,999485C02,26-mar-21,Active,JB Hunt,,MX1
MX2,MX1,4001MX,5,HERBALIFE NUMERO 1 SABOR PINA COLADA,3710053501,5710032345,25,284136708,11-oct-19,12-oct-19,72,72,999494A05,03-APR-21,Active,JB Hunt,,MX1
MX2,MX3,1610MX,0,HERBAL ALOE CONCENTRADO SABOR UVA,3710053595,5710032403,26,284657688,16-oct-19,19-oct-19,72,72,9.99E+05,02-APR-21,Active,,,MX3
